,Date,PlayerID,Duration,RPE,SessionLoad,DailyLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,AcuteLoad,ChronicLoad,SessionType_Combat,SessionType_Conditioning,SessionType_Game,SessionType_Mobility/Recovery,SessionType_Skills,SessionType_Speed,SessionType_Strength
5468,2018-02-21,10,30.0,1.0,30.0,165.0,1.24,8.0,8.0,0.0,387.14,312.5,0,0,0,1,0,0,0
5469,2018-02-21,10,45.0,3.0,135.0,165.0,1.24,8.0,8.0,2.0,387.14,312.5,0,0,0,0,0,0,1
5473,2018-02-21,8,45.0,5.0,225.0,285.0,1.49,8.0,9.0,2.0,681.43,457.8,0,0,0,0,0,0,1
5475,2018-02-22,6,60.0,3.0,180.0,180.0,0.57,8.0,8.0,0.0,220.0,389.17,0,0,0,0,1,0,0
5476,2018-02-22,5,120.0,5.0,600.0,915.0,1.67,9.0,9.0,2.0,567.86,340.73,0,0,0,0,0,0,1
5477,2018-02-22,5,60.0,3.0,180.0,915.0,1.67,9.0,9.0,2.0,567.86,340.73,0,0,0,0,1,0,0
5478,2018-02-22,5,45.0,3.0,135.0,915.0,1.67,9.0,9.0,2.0,567.86,340.73,0,0,0,0,0,1,0
5479,2018-02-22,7,45.0,4.0,180.0,755.0,1.63,7.0,8.0,2.0,668.57,409.57,0,0,0,0,0,1,0
5480,2018-02-22,4,60.0,2.0,120.0,120.0,0.7,8.0,8.0,2.0,210.0,300.17,0,0,0,0,1,0,0
5481,2018-02-22,2,30.0,1.0,30.0,825.0,1.18,8.0,10.0,2.0,460.0,389.5,0,0,0,1,0,0,0
5482,2018-02-22,3,60.0,4.0,240.0,1005.0,1.35,8.0,8.0,2.0,696.43,514.7,0,0,0,0,1,0,0
5483,2018-02-22,3,45.0,5.0,225.0,1005.0,1.35,8.0,8.0,2.0,696.43,514.7,0,0,0,0,0,1,0
5484,2018-02-22,2,40.0,5.0,200.0,825.0,1.18,9.0,8.0,2.0,460.0,389.5,0,0,0,0,0,0,1
5485,2018-02-22,2,30.0,3.0,90.0,825.0,1.18,8.0,10.0,2.0,460.0,389.5,1,0,0,0,0,0,0
5486,2018-02-22,2,45.0,5.0,225.0,825.0,1.18,10.0,8.0,0.0,460.0,389.5,0,0,0,0,0,0,1
5487,2018-02-22,2,60.0,2.0,120.0,825.0,1.18,8.0,7.0,2.0,460.0,389.5,0,0,0,0,1,0,0
5488,2018-02-22,2,40.0,4.0,160.0,825.0,1.18,7.0,7.0,0.0,460.0,389.5,0,0,0,0,0,1,0
5489,2018-02-22,3,90.0,6.0,540.0,1005.0,1.35,8.0,8.0,2.0,696.43,514.7,0,0,0,0,0,0,1
5490,2018-02-22,7,40.0,2.0,80.0,755.0,1.63,9.0,8.0,2.0,668.57,409.57,0,0,0,0,1,0,0
5491,2018-02-22,10,60.0,2.0,120.0,480.0,1.18,9.0,9.0,0.0,367.86,312.5,0,0,0,0,1,0,0
5492,2018-02-22,7,25.0,3.0,75.0,755.0,1.63,8.0,8.0,1.0,668.57,409.57,1,0,0,0,0,0,0
5493,2018-02-22,16,30.0,1.0,30.0,190.0,0.35,8.0,8.0,2.0,136.43,384.67,0,0,0,1,0,0,0
5494,2018-02-22,16,80.0,2.0,160.0,190.0,0.35,8.0,8.0,2.0,136.43,384.67,0,0,0,0,1,0,0
5495,2018-02-22,7,70.0,6.0,420.0,755.0,1.63,9.0,9.0,2.0,668.57,409.57,0,0,0,0,0,0,1
5496,2018-02-22,15,90.0,1.0,90.0,90.0,0.08,8.0,9.0,2.0,12.86,164.67,0,0,0,0,1,0,0
5497,2018-02-22,14,60.0,2.0,120.0,120.0,0.65,8.0,8.0,2.0,158.57,244.5,0,0,0,0,1,0,0
5498,2018-02-22,13,40.0,0.0,0.0,180.0,0.92,8.0,7.0,0.0,232.14,252.73,0,0,0,1,0,0,0
5499,2018-02-22,13,90.0,2.0,180.0,180.0,0.92,10.0,10.0,0.0,232.14,252.73,0,0,0,0,1,0,0
5500,2018-02-22,12,60.0,3.0,180.0,180.0,0.18,7.0,7.0,0.0,25.71,140.5,0,0,0,0,1,0,0
5502,2018-02-22,10,75.0,3.0,225.0,480.0,1.18,9.0,9.0,2.0,367.86,312.5,0,0,0,0,0,0,1
5503,2018-02-22,10,45.0,3.0,135.0,480.0,1.18,9.0,9.0,2.0,367.86,312.5,0,0,0,0,0,1,0
5504,2018-02-22,9,60.0,4.0,240.0,375.0,1.31,8.0,8.0,0.0,413.57,316.33,0,0,0,0,0,0,1
5505,2018-02-22,9,45.0,3.0,135.0,375.0,1.31,9.0,7.0,2.0,413.57,316.33,0,0,0,0,0,1,0
5506,2018-02-22,8,20.0,4.0,80.0,500.0,1.47,8.0,10.0,1.0,667.86,454.47,0,0,0,0,0,0,1
5507,2018-02-22,8,60.0,2.0,120.0,500.0,1.47,7.0,8.0,2.0,667.86,454.47,0,0,0,0,1,0,0
5508,2018-02-22,8,60.0,5.0,300.0,500.0,1.47,7.0,10.0,2.0,667.86,454.47,0,0,0,0,0,1,0
5509,2018-02-22,11,60.0,2.0,120.0,120.0,0.66,8.0,8.0,2.0,195.0,296.6,0,0,0,0,1,0,0
5510,2018-02-23,6,60.0,4.0,240.0,240.0,0.24,8.0,9.0,2.0,94.29,387.17,0,0,0,0,1,0,0
5511,2018-02-23,5,150.0,5.0,750.0,1245.0,1.52,7.0,9.0,2.0,582.86,382.23,0,0,0,0,0,0,1
5512,2018-02-23,5,60.0,6.0,360.0,1245.0,1.52,7.0,9.0,2.0,582.86,382.23,0,1,0,0,0,0,0
5513,2018-02-23,5,45.0,3.0,135.0,1245.0,1.52,7.0,9.0,2.0,582.86,382.23,0,0,0,0,0,1,0
5514,2018-02-23,4,60.0,4.0,240.0,240.0,0.31,8.0,8.0,2.0,94.29,308.17,0,0,0,0,1,0,0
5515,2018-02-23,1,150.0,6.0,900.0,1530.0,0.94,8.0,9.0,2.0,536.43,570.97,0,0,0,0,0,0,1
5516,2018-02-23,3,75.0,7.0,525.0,1605.0,1.16,8.0,8.0,2.0,660.0,568.2,0,1,0,0,0,0,0
5517,2018-02-23,3,60.0,6.0,360.0,1605.0,1.16,8.0,8.0,2.0,660.0,568.2,0,0,0,0,0,1,0
5518,2018-02-23,1,90.0,5.0,450.0,1530.0,0.94,7.0,8.0,2.0,536.43,570.97,0,0,0,0,1,0,0
5519,2018-02-23,1,45.0,4.0,180.0,1530.0,0.94,8.0,10.0,2.0,536.43,570.97,0,0,0,0,0,1,0
5520,2018-02-23,3,90.0,8.0,720.0,1605.0,1.16,8.0,8.0,2.0,660.0,568.2,0,0,0,0,0,0,1
5521,2018-02-23,7,45.0,5.0,225.0,1385.0,1.34,8.0,7.0,2.0,611.43,455.73,0,0,0,0,0,1,0
5522,2018-02-23,7,100.0,8.0,800.0,1385.0,1.34,5.0,9.0,2.0,611.43,455.73,0,0,0,0,0,0,1
5523,2018-02-23,8,90.0,5.0,450.0,450.0,0.89,8.0,9.0,2.0,419.29,469.47,0,0,0,0,0,0,1
5524,2018-02-23,7,60.0,6.0,360.0,1385.0,1.34,7.0,8.0,2.0,611.43,455.73,0,1,0,0,0,0,0
5525,2018-02-23,16,30.0,2.0,60.0,310.0,0.27,10.0,10.0,2.0,98.57,371.5,0,0,0,1,0,0,0
5526,2018-02-23,16,50.0,5.0,250.0,310.0,0.27,10.0,10.0,2.0,98.57,371.5,0,0,0,0,1,0,0
5527,2018-02-23,13,75.0,5.0,375.0,375.0,0.48,8.0,8.0,0.0,128.57,265.23,0,0,0,0,1,0,0
5528,2018-02-23,12,60.0,3.0,180.0,180.0,0.35,8.0,8.0,2.0,51.43,146.5,0,0,0,0,1,0,0
5529,2018-02-23,13,30.0,0.0,0.0,375.0,0.48,8.0,9.0,0.0,128.57,265.23,0,0,0,1,0,0,0
5530,2018-02-23,10,90.0,5.0,450.0,510.0,0.83,8.0,8.0,0.0,273.57,329.5,0,0,0,0,0,0,1
5531,2018-02-23,10,20.0,3.0,60.0,510.0,0.83,8.0,8.0,2.0,273.57,329.5,0,0,0,0,0,1,0
5532,2018-02-23,9,60.0,6.0,360.0,1480.0,1.32,8.0,10.0,1.0,481.43,365.67,0,1,0,0,0,0,0
5533,2018-02-23,9,140.0,8.0,1120.0,1480.0,1.32,9.0,8.0,2.0,481.43,365.67,0,0,0,0,0,0,1
5534,2018-02-23,11,75.0,4.0,300.0,300.0,0.3,8.0,8.0,2.0,92.14,305.93,0,0,0,0,1,0,0
5535,2018-02-24,6,10.0,9.0,90.0,555.0,0.45,8.0,9.0,2.0,173.57,388.0,0,0,1,0,0,0,0
5538,2018-02-24,6,60.0,6.0,360.0,555.0,0.45,8.0,9.0,0.0,173.57,388.0,0,0,0,0,1,0,0
5539,2018-02-24,6,7.0,8.0,56.0,555.0,0.45,8.0,9.0,2.0,173.57,388.0,0,0,1,0,0,0,0
5540,2018-02-24,6,7.0,7.0,49.0,555.0,0.45,8.0,9.0,2.0,173.57,388.0,0,0,1,0,0,0,0
5542,2018-02-24,4,34.0,8.0,272.0,648.0,0.57,8.0,8.0,2.0,186.86,329.77,0,0,1,0,0,0,0
5543,2018-02-24,4,24.0,5.0,120.0,648.0,0.57,8.0,8.0,2.0,186.86,329.77,0,0,1,0,0,0,0
5544,2018-02-24,4,32.0,8.0,256.0,648.0,0.57,8.0,8.0,2.0,186.86,329.77,0,0,1,0,0,0,0
5546,2018-02-24,9,30.0,3.0,90.0,90.0,1.34,7.0,10.0,2.0,494.29,368.67,0,1,0,0,0,0,0
5548,2018-02-24,11,34.0,7.0,238.0,642.0,0.58,8.0,9.0,2.0,183.86,314.83,0,0,1,0,0,0,0
5549,2018-02-24,16,13.0,1.0,13.0,390.0,0.46,10.0,10.0,2.0,154.29,336.17,0,0,1,0,0,0,0
5550,2018-02-24,11,34.0,7.0,238.0,642.0,0.58,8.0,9.0,2.0,183.86,314.83,0,0,1,0,0,0,0
5551,2018-02-24,11,27.0,5.0,135.0,642.0,0.58,8.0,9.0,2.0,183.86,314.83,0,0,1,0,0,0,0
5552,2018-02-24,16,60.0,5.0,300.0,390.0,0.46,10.0,10.0,2.0,154.29,336.17,0,0,0,0,1,0,0
5553,2018-02-24,16,8.0,8.0,64.0,390.0,0.46,10.0,10.0,2.0,154.29,336.17,0,0,1,0,0,0,0
5554,2018-02-24,14,40.0,9.0,360.0,750.0,0.48,8.0,8.0,2.0,124.29,261.5,0,0,1,0,0,0,0
5555,2018-02-24,14,25.0,6.0,150.0,750.0,0.48,8.0,8.0,2.0,124.29,261.5,0,0,1,0,0,0,0
5556,2018-02-24,14,30.0,8.0,240.0,750.0,0.48,8.0,8.0,2.0,124.29,261.5,0,0,1,0,0,0,0
5557,2018-02-24,16,13.0,1.0,13.0,390.0,0.46,10.0,10.0,2.0,154.29,336.17,0,0,1,0,0,0,0
5558,2018-02-24,13,4.0,5.0,20.0,708.0,0.83,6.0,8.0,0.0,229.71,277.17,0,0,1,0,0,0,0
5559,2018-02-24,13,14.0,8.0,112.0,708.0,0.83,8.0,8.0,0.0,229.71,277.17,0,0,1,0,0,0,0
5560,2018-02-24,13,30.0,0.0,0.0,708.0,0.83,8.0,9.0,0.0,229.71,277.17,0,0,0,1,0,0,0
5561,2018-02-24,13,90.0,5.0,450.0,708.0,0.83,6.0,8.0,0.0,229.71,277.17,0,0,0,0,1,0,0
5562,2018-02-24,12,90.0,4.0,360.0,360.0,0.67,8.0,8.0,2.0,102.86,154.5,0,0,1,0,0,0,0
5563,2018-02-24,11,31.0,1.0,31.0,642.0,0.58,8.0,9.0,2.0,183.86,314.83,0,0,0,1,0,0,0
5564,2018-02-24,13,14.0,9.0,126.0,708.0,0.83,7.0,10.0,0.0,229.71,277.17,0,0,1,0,0,0,0
5565,2018-02-25,11,25.0,2.0,50.0,498.0,0.82,9.0,10.0,2.0,255.0,312.37,0,0,0,1,0,0,0
5571,2018-02-25,11,30.0,7.0,210.0,498.0,0.82,9.0,10.0,2.0,255.0,312.37,0,0,1,0,0,0,0
5572,2018-02-25,11,34.0,7.0,238.0,498.0,0.82,9.0,10.0,2.0,255.0,312.37,0,0,1,0,0,0,0
5573,2018-02-25,13,90.0,5.0,450.0,658.0,1.16,8.0,10.0,0.0,323.71,278.47,0,0,0,0,1,0,0
5574,2018-02-25,13,14.0,9.0,126.0,658.0,1.16,8.0,8.0,0.0,323.71,278.47,0,0,1,0,0,0,0
5575,2018-02-25,13,10.0,7.0,70.0,658.0,1.16,8.0,10.0,0.0,323.71,278.47,0,0,1,0,0,0,0
5576,2018-02-25,13,12.0,1.0,12.0,658.0,1.16,8.0,8.0,0.0,323.71,278.47,0,0,1,0,0,0,0
5577,2018-02-25,14,30.0,5.0,150.0,740.0,0.83,8.0,9.0,2.0,230.0,276.17,0,0,1,0,0,0,0
5578,2018-02-25,14,45.0,6.0,270.0,740.0,0.83,8.0,9.0,2.0,230.0,276.17,0,0,1,0,0,0,0
5579,2018-02-25,14,40.0,8.0,320.0,740.0,0.83,8.0,9.0,2.0,230.0,276.17,0,0,1,0,0,0,0
5580,2018-02-25,16,12.0,9.0,108.0,467.0,0.7,10.0,10.0,2.0,221.0,316.57,0,0,1,0,0,0,0
5581,2018-02-25,16,12.0,9.0,108.0,467.0,0.7,10.0,10.0,2.0,221.0,316.57,0,0,1,0,0,0,0
5582,2018-02-25,16,11.0,1.0,11.0,467.0,0.7,10.0,10.0,2.0,221.0,316.57,0,0,1,0,0,0,0
5583,2018-02-25,16,60.0,4.0,240.0,467.0,0.7,10.0,10.0,2.0,221.0,316.57,0,0,0,0,1,0,0
5584,2018-02-25,13,10.0,0.0,0.0,658.0,1.16,8.0,6.0,0.0,323.71,278.47,0,0,0,1,0,0,0
5585,2018-02-26,7,80.0,7.0,560.0,1005.0,1.36,8.0,8.0,2.0,616.43,452.67,0,0,0,0,0,0,1
5586,2018-02-26,7,60.0,2.0,120.0,1005.0,1.36,7.0,8.0,2.0,616.43,452.67,0,0,0,0,1,0,0
5587,2018-02-26,7,45.0,5.0,225.0,1005.0,1.36,8.0,7.0,2.0,616.43,452.67,0,0,0,0,0,1,0
5588,2018-02-26,5,30.0,0.0,0.0,1440.0,1.55,8.0,10.0,2.0,666.43,430.23,0,0,0,1,0,0,0
5589,2018-02-26,5,180.0,6.0,1080.0,1440.0,1.55,8.0,10.0,2.0,666.43,430.23,0,0,0,0,0,0,1
5590,2018-02-26,5,60.0,3.0,180.0,1440.0,1.55,8.0,10.0,2.0,666.43,430.23,0,0,0,0,1,0,0
5591,2018-02-26,1,150.0,5.0,750.0,1110.0,1.17,7.0,10.0,0.0,580.0,495.63,0,0,0,0,0,0,1
5592,2018-02-26,3,90.0,7.0,630.0,1170.0,1.24,8.0,8.0,2.0,672.86,540.7,0,0,0,0,0,0,1
5593,2018-02-26,3,60.0,4.0,240.0,1170.0,1.24,8.0,8.0,2.0,672.86,540.7,0,0,0,0,1,0,0
5594,2018-02-26,3,60.0,5.0,300.0,1170.0,1.24,8.0,8.0,2.0,672.86,540.7,0,0,0,0,0,1,0
5595,2018-02-26,1,60.0,3.0,180.0,1110.0,1.17,8.0,8.0,1.0,580.0,495.63,0,0,0,0,1,0,0
5596,2018-02-26,5,45.0,4.0,180.0,1440.0,1.55,8.0,10.0,2.0,666.43,430.23,0,0,0,0,0,1,0
5597,2018-02-26,7,25.0,4.0,100.0,1005.0,1.36,9.0,8.0,2.0,616.43,452.67,1,0,0,0,0,0,0
5598,2018-02-26,1,60.0,3.0,180.0,1110.0,1.17,7.0,7.0,2.0,580.0,495.63,0,0,0,0,0,1,0
5599,2018-02-26,8,60.0,2.0,120.0,790.0,0.84,7.0,8.0,2.0,379.29,450.07,0,0,0,0,1,0,0
5600,2018-02-26,8,60.0,4.0,240.0,790.0,0.84,7.0,9.0,2.0,379.29,450.07,0,0,0,0,0,1,0
5605,2018-02-26,10,90.0,3.0,270.0,525.0,1.08,8.0,8.0,0.0,348.57,323.5,0,0,0,0,0,0,1
5607,2018-02-26,10,45.0,3.0,135.0,525.0,1.08,8.0,8.0,2.0,348.57,323.5,0,0,0,0,0,1,0
5608,2018-02-26,9,95.0,6.0,570.0,705.0,1.26,10.0,0.0,2.0,457.86,362.0,0,0,0,0,0,0,1
5609,2018-02-26,9,45.0,3.0,135.0,705.0,1.26,9.0,0.0,0.0,457.86,362.0,0,0,0,0,0,1,0
5610,2018-02-26,8,15.0,2.0,30.0,790.0,0.84,7.0,9.0,2.0,379.29,450.07,1,0,0,0,0,0,0
5611,2018-02-26,8,80.0,5.0,400.0,790.0,0.84,7.0,9.0,2.0,379.29,450.07,0,0,0,0,0,0,1
5612,2018-02-26,10,60.0,2.0,120.0,525.0,1.08,8.0,8.0,2.0,348.57,323.5,0,0,0,0,1,0,0
5613,2018-02-27,8,45.0,9.0,405.0,945.0,0.9,8.0,7.0,2.0,424.29,471.17,0,1,0,0,0,0,0
5614,2018-02-27,1,60.0,4.0,240.0,600.0,1.01,8.0,9.0,2.0,518.57,515.63,0,1,0,0,0,0,0
5615,2018-02-27,1,60.0,6.0,360.0,600.0,1.01,10.0,8.0,1.0,518.57,515.63,0,1,0,0,0,0,0
5616,2018-02-27,3,45.0,6.0,270.0,630.0,1.25,8.0,8.0,2.0,690.0,550.5,0,1,0,0,0,0,0
5617,2018-02-27,3,60.0,6.0,360.0,630.0,1.25,8.0,8.0,2.0,690.0,550.5,0,1,0,0,0,0,0
5619,2018-02-27,8,60.0,9.0,540.0,945.0,0.9,9.0,6.0,2.0,424.29,471.17,0,1,0,0,0,0,0
5620,2018-02-27,9,20.0,1.0,20.0,170.0,1.31,7.0,8.0,0.0,482.14,367.67,0,1,0,0,0,0,0
5621,2018-02-27,10,75.0,3.0,225.0,585.0,0.94,8.0,8.0,2.0,323.57,343.0,0,1,0,0,0,0,0
5622,2018-02-27,10,60.0,6.0,360.0,585.0,0.94,8.0,8.0,0.0,323.57,343.0,0,1,0,0,0,0,0
5627,2018-02-27,17,30.0,4.0,120.0,320.0,0.13,9.0,8.0,2.0,45.71,353.83,0,1,0,0,0,0,0
5628,2018-02-27,9,50.0,3.0,150.0,170.0,1.31,8.0,7.0,0.0,482.14,367.67,0,0,0,0,0,0,1
5629,2018-02-27,17,40.0,5.0,200.0,320.0,0.13,8.0,9.0,0.0,45.71,353.83,0,0,0,0,0,0,1
5631,2018-02-28,5,90.0,4.0,360.0,360.0,1.28,8.0,8.0,2.0,565.71,442.23,0,0,0,0,0,0,1
5632,2018-02-28,5,45.0,0.0,0.0,360.0,1.28,8.0,10.0,2.0,565.71,442.23,0,0,0,1,0,0,0
5633,2018-02-28,3,60.0,5.0,300.0,360.0,1.21,8.0,8.0,2.0,681.43,562.5,0,0,0,0,0,0,1
5634,2018-02-28,1,60.0,4.0,240.0,270.0,0.97,8.0,8.0,2.0,501.43,515.63,0,0,0,0,0,0,1
5635,2018-02-28,2,45.0,5.0,225.0,285.0,0.4,8.0,8.0,2.0,158.57,394.0,0,0,0,0,0,0,1
5636,2018-02-28,2,30.0,2.0,60.0,285.0,0.4,8.0,8.0,2.0,158.57,394.0,0,0,0,1,0,0,0
5637,2018-02-28,1,30.0,1.0,30.0,270.0,0.97,8.0,9.0,2.0,501.43,515.63,0,0,0,1,0,0,0
5638,2018-02-28,3,30.0,2.0,60.0,360.0,1.21,8.0,8.0,2.0,681.43,562.5,0,0,0,1,0,0,0
5639,2018-02-28,7,45.0,1.0,45.0,345.0,1.07,8.0,7.0,2.0,498.57,464.17,0,0,0,1,0,0,0
5640,2018-02-28,10,60.0,4.0,240.0,300.0,0.97,8.0,8.0,2.0,342.86,353.0,0,0,0,0,0,0,1
5641,2018-02-28,8,60.0,4.0,240.0,270.0,0.88,8.0,9.0,2.0,422.14,480.17,0,0,0,0,0,0,1
5642,2018-02-28,7,60.0,5.0,300.0,345.0,1.07,8.0,8.0,2.0,498.57,464.17,0,0,0,0,0,0,1
5645,2018-02-28,13,30.0,0.0,0.0,0.0,1.04,9.0,9.0,0.0,274.43,264.37,0,0,0,1,0,0,0
5646,2018-02-28,17,30.0,0.0,0.0,0.0,0.13,8.0,10.0,2.0,45.71,353.83,0,0,0,1,0,0,0
5648,2018-02-28,10,30.0,2.0,60.0,300.0,0.97,8.0,8.0,2.0,342.86,353.0,0,0,0,1,0,0,0
5650,2018-02-28,8,30.0,1.0,30.0,270.0,0.88,10.0,9.0,2.0,422.14,480.17,0,0,0,1,0,0,0
5651,2018-02-28,12,30.0,3.0,90.0,90.0,0.8,7.0,7.0,2.0,115.71,145.5,0,0,1,0,0,0,0
5652,2018-03-01,5,45.0,3.0,135.0,975.0,1.21,8.0,9.0,2.0,574.29,474.73,0,0,0,0,0,1,0
5653,2018-03-01,8,60.0,4.0,240.0,780.0,0.91,9.0,10.0,2.0,462.14,506.17,0,0,0,0,1,0,0
5654,2018-03-01,8,60.0,4.0,240.0,780.0,0.91,8.0,8.0,2.0,462.14,506.17,0,0,0,0,0,1,0
5655,2018-03-01,7,50.0,8.0,400.0,820.0,1.03,8.0,8.0,1.0,507.86,491.5,0,0,0,0,0,0,1
5656,2018-03-01,7,60.0,4.0,240.0,820.0,1.03,7.0,8.0,2.0,507.86,491.5,0,0,0,0,1,0,0
5657,2018-03-01,7,45.0,4.0,180.0,820.0,1.03,8.0,8.0,2.0,507.86,491.5,0,0,0,0,0,1,0
5658,2018-03-01,5,120.0,5.0,600.0,975.0,1.21,8.0,9.0,0.0,574.29,474.73,0,0,0,0,0,0,1
5659,2018-03-01,5,60.0,4.0,240.0,975.0,1.21,8.0,9.0,2.0,574.29,474.73,0,0,0,0,1,0,0
5660,2018-03-01,4,60.0,4.0,240.0,870.0,0.74,8.0,8.0,2.0,251.14,338.77,0,0,0,0,0,0,1
5661,2018-03-01,2,90.0,5.0,450.0,950.0,0.41,10.0,8.0,1.0,176.43,425.67,0,0,0,0,1,0,0
5662,2018-03-01,4,45.0,4.0,180.0,870.0,0.74,8.0,8.0,2.0,251.14,338.77,0,0,0,0,0,1,0
5663,2018-03-01,3,75.0,5.0,375.0,975.0,1.14,8.0,8.0,2.0,677.14,595.0,0,0,0,0,0,0,1
5664,2018-03-01,3,60.0,5.0,300.0,975.0,1.14,8.0,8.0,2.0,677.14,595.0,0,0,0,0,1,0,0
5665,2018-03-01,2,60.0,5.0,300.0,950.0,0.41,8.0,8.0,2.0,176.43,425.67,0,0,0,0,0,0,1
5666,2018-03-01,2,40.0,5.0,200.0,950.0,0.41,9.0,8.0,0.0,176.43,425.67,0,0,0,0,0,1,0
5667,2018-03-01,1,120.0,4.0,480.0,930.0,1.16,7.0,9.0,2.0,634.29,546.63,0,0,0,0,0,0,1
5668,2018-03-01,1,90.0,3.0,270.0,930.0,1.16,8.0,8.0,1.0,634.29,546.63,0,0,0,0,1,0,0
5669,2018-03-01,1,60.0,3.0,180.0,930.0,1.16,8.0,8.0,2.0,634.29,546.63,0,0,0,0,0,1,0
5670,2018-03-01,8,60.0,5.0,300.0,780.0,0.91,8.0,10.0,2.0,462.14,506.17,0,0,0,0,0,0,1
5671,2018-03-01,4,90.0,5.0,450.0,870.0,0.74,8.0,8.0,2.0,251.14,338.77,0,0,0,0,1,0,0
5672,2018-03-01,9,45.0,3.0,135.0,335.0,1.05,6.0,10.0,2.0,397.14,378.83,0,0,0,0,0,1,0
5673,2018-03-01,3,60.0,5.0,300.0,975.0,1.14,8.0,8.0,2.0,677.14,595.0,0,0,0,0,0,1,0
5674,2018-03-01,9,30.0,0.0,0.0,335.0,1.05,9.0,6.0,2.0,397.14,378.83,0,0,0,1,0,0,0
5675,2018-03-01,16,60.0,3.0,180.0,540.0,0.77,7.0,7.0,1.0,243.86,316.57,0,0,0,0,0,0,1
5676,2018-03-01,16,60.0,3.0,180.0,540.0,0.77,7.0,7.0,1.0,243.86,316.57,0,0,0,0,1,0,0
5677,2018-03-01,16,40.0,3.0,120.0,540.0,0.77,7.0,7.0,1.0,243.86,316.57,0,0,0,0,0,1,0
5678,2018-03-01,15,60.0,2.0,120.0,540.0,0.44,8.0,9.0,2.0,77.14,175.67,0,0,0,0,0,0,1
5679,2018-03-01,15,100.0,3.0,300.0,540.0,0.44,8.0,9.0,0.0,77.14,175.67,0,0,0,0,1,0,0
5680,2018-03-01,15,60.0,2.0,120.0,540.0,0.44,8.0,9.0,2.0,77.14,175.67,0,0,0,0,0,1,0
5681,2018-03-01,16,30.0,2.0,60.0,540.0,0.77,7.0,7.0,1.0,243.86,316.57,0,0,0,1,0,0,0
5682,2018-03-01,14,60.0,5.0,300.0,870.0,1.13,6.0,8.0,2.0,337.14,297.67,0,0,0,0,0,0,1
5683,2018-03-01,14,90.0,5.0,450.0,870.0,1.13,6.0,8.0,2.0,337.14,297.67,0,0,0,0,1,0,0
5684,2018-03-01,14,30.0,4.0,120.0,870.0,1.13,6.0,8.0,0.0,337.14,297.67,0,0,0,0,0,1,0
5685,2018-03-01,9,50.0,4.0,200.0,335.0,1.05,9.0,9.0,0.0,397.14,378.83,0,0,0,0,0,0,1
5686,2018-03-01,13,90.0,5.0,450.0,900.0,1.28,8.0,10.0,0.0,377.29,294.37,0,0,0,0,1,0,0
5687,2018-03-01,13,60.0,5.0,300.0,900.0,1.28,8.0,7.0,0.0,377.29,294.37,0,0,0,0,0,0,1
5688,2018-03-01,10,75.0,3.0,225.0,525.0,0.94,8.0,8.0,0.0,349.29,370.5,0,0,0,0,1,0,0
5689,2018-03-01,10,60.0,3.0,180.0,525.0,0.94,8.0,8.0,2.0,349.29,370.5,0,0,0,0,0,0,1
5691,2018-03-01,10,40.0,3.0,120.0,525.0,0.94,8.0,8.0,0.0,349.29,370.5,0,0,0,0,0,1,0
5692,2018-03-01,12,60.0,3.0,180.0,600.0,1.06,7.0,7.0,2.0,175.71,165.5,0,0,0,0,1,0,0
5693,2018-03-01,12,60.0,4.0,240.0,600.0,1.06,7.0,7.0,2.0,175.71,165.5,0,0,0,0,0,0,1
5694,2018-03-01,13,30.0,5.0,150.0,900.0,1.28,9.0,8.0,0.0,377.29,294.37,0,0,0,0,0,1,0
5695,2018-03-01,12,45.0,4.0,180.0,600.0,1.06,7.0,7.0,2.0,175.71,165.5,0,0,0,0,0,1,0
5696,2018-03-02,5,45.0,3.0,135.0,1215.0,1.11,7.0,7.0,2.0,570.0,515.23,0,0,0,0,0,1,0
5697,2018-03-02,7,45.0,4.0,180.0,1500.0,0.97,10.0,8.0,2.0,524.29,541.5,0,0,0,0,0,1,0
5698,2018-03-02,6,100.0,7.0,700.0,1630.0,0.8,8.0,9.0,2.0,312.14,389.33,0,0,0,0,0,0,1
5699,2018-03-02,6,40.0,3.0,120.0,1630.0,0.8,8.0,9.0,2.0,312.14,389.33,0,0,0,0,0,1,0
5700,2018-03-02,5,120.0,5.0,600.0,1215.0,1.11,7.0,7.0,2.0,570.0,515.23,0,0,0,0,0,0,1
5701,2018-03-02,5,60.0,8.0,480.0,1215.0,1.11,7.0,7.0,2.0,570.0,515.23,0,1,0,0,0,0,0
5702,2018-03-02,4,100.0,6.0,600.0,1260.0,1.05,7.0,8.0,2.0,396.86,377.27,0,0,0,0,0,0,1
5703,2018-03-02,2,60.0,8.0,480.0,1335.0,0.78,8.0,10.0,2.0,367.14,470.17,0,1,0,0,0,0,0
5704,2018-03-02,4,60.0,4.0,240.0,1260.0,1.05,7.0,8.0,2.0,396.86,377.27,0,0,0,0,0,1,0
5706,2018-03-02,2,90.0,7.0,630.0,1335.0,0.78,7.0,9.0,2.0,367.14,470.17,0,0,0,0,0,0,1
5707,2018-03-02,7,75.0,8.0,600.0,1500.0,0.97,9.0,10.0,2.0,524.29,541.5,0,1,0,0,0,0,0
5708,2018-03-02,2,45.0,5.0,225.0,1335.0,0.78,10.0,8.0,0.0,367.14,470.17,0,0,0,0,0,1,0
